"business_id","address","categories","coordinates","insertedAtTimestamp","name","number_of_reviews","rating","zip_code"
"5NdHeWLgrXhIySx9ogCNQg","547 Hudson St","Brazilian","{""latitude"":{""N"":""40.73493""},""longitude"":{""N"":""-74.00641""}}","2021-10-12 16:10:05","Leitao","4.5","4.5","10014"
"FB54mrBmi0h6ZESQw8yOOw","129 Elm St","Brazilian","{""latitude"":{""N"":""40.72866""},""longitude"":{""N"":""-74.16544""}}","2021-10-12 16:10:11","PortuCale Restaurant & Bar","4","4","07105"
"z0l0If3pOKjwK9DbSrdIZA","124 MacDougal St","Brazilian","{""latitude"":{""N"":""40.72992""},""longitude"":{""N"":""-74.000282""}}","2021-10-12 16:10:21","Oakberry - Greenwich Village","4.5","4.5","10012"
"Xahl5SPCVANSsufMuY8jlQ","70 Adams St","Brazilian","{""latitude"":{""N"":""40.729904""},""longitude"":{""N"":""-74.1579081""}}","2021-10-12 16:10:22","Casanova Brazilian Barbecue","2.5","2.5","07105"
"ytYVlCkrzcAxxUcbT4NTgA","192 1st Ave","Brazilian","{""latitude"":{""N"":""40.72966""},""longitude"":{""N"":""-73.9834""}}","2021-10-12 16:10:22","Juice Vitality","5","5","10009"
"0O3L9qPA_Q7N7jOnY6gu_Q","57 S 5th St","Brazilian","{""latitude"":{""N"":""40.712246483644""},""longitude"":{""N"":""-73.9661882787452""}}","2021-10-12 16:09:58","Miss Favela","3","3","11249"
"oLcO1966IMx-Juv69hn6Cw","31-13 36th Ave","Brazilian","{""latitude"":{""N"":""40.7565371""},""longitude"":{""N"":""-73.9293383""}}","2021-10-12 16:09:59","Copacabana","4","4","11106"
"sGqKDtizXj3tg9jnAc9FeQ","772 9th Ave","Brazilian","{""latitude"":{""N"":""40.764345""},""longitude"":{""N"":""-73.98798""}}","2021-10-12 16:09:59","K Rico Steakhouse","4.5","4.5","10019"
"d-DQwNxs77Pah2ys0q7w1Q","363 Greenwich St","Brazilian","{""latitude"":{""N"":""40.71915""},""longitude"":{""N"":""-74.00994""}}","2021-10-12 16:10:06","American Cut Steakhouse Tribeca","4","4","10013"
"rEWsz2KHmJX6jmAEQBa6Zw","542 Newak Av","Brazilian","{""latitude"":{""N"":""40.73103""},""longitude"":{""N"":""-74.05597""}}","2021-10-12 16:10:06","Churrasqueria JC","3.5","3.5","07304"
"bHSX9XCfa_WfnPj0zH7e9g","9467 Corona Ave","Brazilian","{""latitude"":{""N"":""40.742232244687""},""longitude"":{""N"":""-73.8675969292999""}}","2021-10-12 16:10:11","La Esquina Criolla","4","4","11373"
"tJHmKLn1lWpaPuZTZrDgsA","58 W 38th St","Brazilian","{""latitude"":{""N"":""40.75189""},""longitude"":{""N"":""-73.98517""}}","2021-10-12 16:09:59","Havana NY","4","4","10018"
"yQs_tXFWxaC6TKTK1O0CZA","176 Main St","Brazilian","{""latitude"":{""N"":""40.85074""},""longitude"":{""N"":""-73.96913""}}","2021-10-12 16:10:07","The Meat Bros - Korean BBQ","4","4","07024"
"UNH0aHSR-JMJIt-0xelZjg","99 Pulaski St","Brazilian","{""latitude"":{""N"":""40.72271""},""longitude"":{""N"":""-74.15883""}}","2021-10-12 16:10:22","Salgaderia Maranato","2.5","2.5","07105"
"VRhEPnjPI64dBC39gDD-Vw","117 Wilson Ave","Brazilian","{""latitude"":{""N"":""40.70124879999999""},""longitude"":{""N"":""-73.9262574""}}","2021-10-12 16:10:16","IC Brooklyn Cafe","4.5","4.5","11237"
"PEwOTFcOjjWTRd7pmWIyQA","15 W Sidney Ave","Brazilian","{""latitude"":{""N"":""40.91453""},""longitude"":{""N"":""-73.83814""}}","2021-10-12 16:10:16","Dalmo's Place","5","5","10550"
"FBavnvcD0gKOZaf5MOMZOw","3801 31st Ave","Brazilian","{""latitude"":{""N"":""40.761827""},""longitude"":{""N"":""-73.917579""}}","2021-10-12 16:10:05","Point Brazil","4","4","11103"
"an41Ib24Q2HTiY6J9SkwYA","30-09 Steinway St","Brazilian","{""latitude"":{""N"":""40.763574357045""},""longitude"":{""N"":""-73.9151938226194""}}","2021-10-12 16:10:22","Fitrition","3.5","3.5","11103"
"XUXRTgv4Lq_EnUDaKvGuCQ","158 Fleming Ave","Brazilian","{""latitude"":{""N"":""40.73272""},""longitude"":{""N"":""-74.14004""}}","2021-10-12 16:10:06","Fernandes Steak House","4","4","07105"
"5FaZEG91NXfY3z_0Trf-bA","200 W 40th St","Brazilian","{""latitude"":{""N"":""40.7548520085934""},""longitude"":{""N"":""-73.9883571490645""}}","2021-10-12 16:10:16","Empanada Mama","3.5","3.5","10018"
